"","case_month","res_state","age_group","sex","race","ethnicity","n"
"63853","2021-04","RI","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",20
"63854","2021-04","RI","0 - 17 years","Male","Multiple/Other",NA,123
"63855","2021-04","RI","0 - 17 years","Male","Unknown","Hispanic/Latino",236
"63856","2021-04","RI","0 - 17 years","Male","Unknown","Non-Hispanic/Latino",315
"63857","2021-04","RI","0 - 17 years","Male","Unknown","Unknown",115
"63858","2021-04","RI","0 - 17 years","Male","Unknown",NA,20
"63859","2021-04","RI","0 - 17 years","Male","White","Hispanic/Latino",106
"63860","2021-04","RI","0 - 17 years","Male","White","Non-Hispanic/Latino",368
"63861","2021-04","RI","0 - 17 years","Male","White","Unknown",24
"63862","2021-04","RI","0 - 17 years","Male",NA,NA,74
"63863","2021-04","RI","0 - 17 years","Unknown","Multiple/Other",NA,21
"63864","2021-04","RI","0 - 17 years","Unknown","Unknown","Unknown",21
"63865","2021-04","RI","0 - 17 years","Unknown","Unknown",NA,14
"63866","2021-04","RI","0 - 17 years","Unknown","White",NA,22
"63867","2021-04","RI","0 - 17 years","Unknown",NA,NA,17
"63868","2021-04","RI","0 - 17 years",NA,NA,NA,54
"63869","2021-04","RI","18 to 49 years","Female","American Indian/Alaska Native",NA,13
"63870","2021-04","RI","18 to 49 years","Female","Asian","Non-Hispanic/Latino",87
"63871","2021-04","RI","18 to 49 years","Female","Asian",NA,12
"63872","2021-04","RI","18 to 49 years","Female","Black","Hispanic/Latino",45
"63873","2021-04","RI","18 to 49 years","Female","Black","Non-Hispanic/Latino",186
"63874","2021-04","RI","18 to 49 years","Female","Black","Unknown",18
"63875","2021-04","RI","18 to 49 years","Female","Black",NA,12
"63876","2021-04","RI","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",19
"63877","2021-04","RI","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",110
"63878","2021-04","RI","18 to 49 years","Female","Multiple/Other","Unknown",25
"63879","2021-04","RI","18 to 49 years","Female","Multiple/Other",NA,434
"63880","2021-04","RI","18 to 49 years","Female","Unknown","Hispanic/Latino",839
"63881","2021-04","RI","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",1487
"63882","2021-04","RI","18 to 49 years","Female","Unknown","Unknown",471
"63883","2021-04","RI","18 to 49 years","Female","White","Hispanic/Latino",309
"63884","2021-04","RI","18 to 49 years","Female","White","Non-Hispanic/Latino",1903
"63885","2021-04","RI","18 to 49 years","Female","White","Unknown",195
"63886","2021-04","RI","18 to 49 years","Female",NA,NA,57
"63887","2021-04","RI","18 to 49 years","Male","Asian","Non-Hispanic/Latino",79
"63888","2021-04","RI","18 to 49 years","Male","Asian","Unknown",17
"63889","2021-04","RI","18 to 49 years","Male","Black","Hispanic/Latino",40
"63890","2021-04","RI","18 to 49 years","Male","Black","Non-Hispanic/Latino",158
"63891","2021-04","RI","18 to 49 years","Male","Black","Unknown",21
"63892","2021-04","RI","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",70
"63893","2021-04","RI","18 to 49 years","Male","Multiple/Other","Unknown",28
"63894","2021-04","RI","18 to 49 years","Male","Multiple/Other",NA,369
"63895","2021-04","RI","18 to 49 years","Male","Unknown","Hispanic/Latino",611
"63896","2021-04","RI","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",1169
"63897","2021-04","RI","18 to 49 years","Male","Unknown","Unknown",636
"63898","2021-04","RI","18 to 49 years","Male","White","Hispanic/Latino",195
"63899","2021-04","RI","18 to 49 years","Male","White","Non-Hispanic/Latino",1590
"63900","2021-04","RI","18 to 49 years","Male","White","Unknown",227
"63901","2021-04","RI","18 to 49 years","Male",NA,NA,93
"63902","2021-04","RI","18 to 49 years","Missing","Unknown",NA,13
"63903","2021-04","RI","18 to 49 years","Unknown","Black",NA,14
"63904","2021-04","RI","18 to 49 years","Unknown","Multiple/Other",NA,26
"63905","2021-04","RI","18 to 49 years","Unknown","Unknown","Hispanic/Latino",32
"63906","2021-04","RI","18 to 49 years","Unknown","Unknown","Non-Hispanic/Latino",25
"63907","2021-04","RI","18 to 49 years","Unknown","Unknown","Unknown",199
"63908","2021-04","RI","18 to 49 years","Unknown","White","Non-Hispanic/Latino",45
"63909","2021-04","RI","18 to 49 years","Unknown","White","Unknown",51
"63910","2021-04","RI","18 to 49 years","Unknown","White",NA,12
"63911","2021-04","RI","18 to 49 years","Unknown",NA,NA,61
"63912","2021-04","RI","18 to 49 years",NA,NA,NA,72
"63913","2021-04","RI","50 to 64 years","Female","Asian","Non-Hispanic/Latino",19
"63914","2021-04","RI","50 to 64 years","Female","Black","Hispanic/Latino",11
"63915","2021-04","RI","50 to 64 years","Female","Black","Non-Hispanic/Latino",76
"63916","2021-04","RI","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",33
"63917","2021-04","RI","50 to 64 years","Female","Multiple/Other",NA,155
"63918","2021-04","RI","50 to 64 years","Female","Unknown","Hispanic/Latino",240
"63919","2021-04","RI","50 to 64 years","Female","Unknown","Non-Hispanic/Latino",729
"63920","2021-04","RI","50 to 64 years","Female","Unknown","Unknown",231
"63921","2021-04","RI","50 to 64 years","Female","Unknown",NA,22
"63922","2021-04","RI","50 to 64 years","Female","White","Hispanic/Latino",76
"63923","2021-04","RI","50 to 64 years","Female","White","Non-Hispanic/Latino",1053
"63924","2021-04","RI","50 to 64 years","Female","White","Unknown",73
"63925","2021-04","RI","50 to 64 years","Female","White",NA,12
"63926","2021-04","RI","50 to 64 years","Female",NA,NA,51
"63927","2021-04","RI","50 to 64 years","Male","Asian","Non-Hispanic/Latino",15
"63928","2021-04","RI","50 to 64 years","Male","Black","Non-Hispanic/Latino",49
"63929","2021-04","RI","50 to 64 years","Male","Black",NA,13
"63930","2021-04","RI","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",18
"63931","2021-04","RI","50 to 64 years","Male","Multiple/Other",NA,130
"63932","2021-04","RI","50 to 64 years","Male","Unknown","Hispanic/Latino",171
"63933","2021-04","RI","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",629
"63934","2021-04","RI","50 to 64 years","Male","Unknown","Unknown",285
"63935","2021-04","RI","50 to 64 years","Male","White","Hispanic/Latino",41
"63936","2021-04","RI","50 to 64 years","Male","White","Non-Hispanic/Latino",883
"63937","2021-04","RI","50 to 64 years","Male","White","Unknown",122
"63938","2021-04","RI","50 to 64 years","Male",NA,NA,32
"63939","2021-04","RI","50 to 64 years","Unknown","Multiple/Other",NA,11
"63940","2021-04","RI","50 to 64 years","Unknown","Unknown","Hispanic/Latino",11
"63941","2021-04","RI","50 to 64 years","Unknown","Unknown","Non-Hispanic/Latino",13
"63942","2021-04","RI","50 to 64 years","Unknown","Unknown","Unknown",61
"63943","2021-04","RI","50 to 64 years","Unknown","White","Non-Hispanic/Latino",28
"63944","2021-04","RI","50 to 64 years","Unknown","White",NA,11
"63945","2021-04","RI","50 to 64 years","Unknown",NA,NA,58
"63946","2021-04","RI","50 to 64 years",NA,NA,NA,48
"63947","2021-04","RI","65+ years","Female","Asian","Non-Hispanic/Latino",13
"63948","2021-04","RI","65+ years","Female","Black","Non-Hispanic/Latino",20
"63949","2021-04","RI","65+ years","Female","Black",NA,13
"63950","2021-04","RI","65+ years","Female","Multiple/Other","Non-Hispanic/Latino",13
"63951","2021-04","RI","65+ years","Female","Multiple/Other",NA,75
"63952","2021-04","RI","65+ years","Female","Unknown","Hispanic/Latino",95
"63953","2021-04","RI","65+ years","Female","Unknown","Non-Hispanic/Latino",457
"63954","2021-04","RI","65+ years","Female","Unknown","Unknown",604
"63955","2021-04","RI","65+ years","Female","White","Hispanic/Latino",22
"63956","2021-04","RI","65+ years","Female","White","Non-Hispanic/Latino",642
"63957","2021-04","RI","65+ years","Female","White","Unknown",50
"63958","2021-04","RI","65+ years","Female",NA,NA,27
"63959","2021-04","RI","65+ years","Male","Black","Non-Hispanic/Latino",14
"63960","2021-04","RI","65+ years","Male","Multiple/Other","Non-Hispanic/Latino",15
"63961","2021-04","RI","65+ years","Male","Multiple/Other","Unknown",11
"63962","2021-04","RI","65+ years","Male","Multiple/Other",NA,56
"63963","2021-04","RI","65+ years","Male","Unknown","Hispanic/Latino",67
"63964","2021-04","RI","65+ years","Male","Unknown","Non-Hispanic/Latino",393
"63965","2021-04","RI","65+ years","Male","Unknown","Unknown",278
"63966","2021-04","RI","65+ years","Male","White","Hispanic/Latino",27
"63967","2021-04","RI","65+ years","Male","White","Non-Hispanic/Latino",567
"63968","2021-04","RI","65+ years","Male","White","Unknown",34
"63969","2021-04","RI","65+ years","Male","White",NA,11
"63970","2021-04","RI","65+ years","Male",NA,NA,36
"63971","2021-04","RI","65+ years","Unknown","Unknown","Non-Hispanic/Latino",20
"63972","2021-04","RI","65+ years","Unknown","Unknown","Unknown",48
"63973","2021-04","RI","65+ years","Unknown","Unknown",NA,12
"63974","2021-04","RI","65+ years","Unknown","White","Non-Hispanic/Latino",16
"63975","2021-04","RI","65+ years","Unknown",NA,NA,36
"63976","2021-04","RI","65+ years",NA,NA,NA,31
"63977","2021-04","RI",NA,NA,NA,NA,60
"63978","2021-04","SC","0 - 17 years","Female","Black","Non-Hispanic/Latino",339
"63979","2021-04","SC","0 - 17 years","Female","Black",NA,23
"63980","2021-04","SC","0 - 17 years","Female","Missing",NA,21
"63981","2021-04","SC","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",27
"63982","2021-04","SC","0 - 17 years","Female","Multiple/Other",NA,52
"63983","2021-04","SC","0 - 17 years","Female","Unknown","Unknown",37
"63984","2021-04","SC","0 - 17 years","Female","White","Non-Hispanic/Latino",643
"63985","2021-04","SC","0 - 17 years","Female","White",NA,11
"63986","2021-04","SC","0 - 17 years","Female",NA,NA,475
"63987","2021-04","SC","0 - 17 years","Male","Black","Non-Hispanic/Latino",261
"63988","2021-04","SC","0 - 17 years","Male","Missing",NA,28
"63989","2021-04","SC","0 - 17 years","Male","Multiple/Other",NA,39
"63990","2021-04","SC","0 - 17 years","Male","Unknown","Unknown",52
"63991","2021-04","SC","0 - 17 years","Male","White","Non-Hispanic/Latino",698
"63992","2021-04","SC","0 - 17 years","Male","White",NA,56
"63993","2021-04","SC","0 - 17 years","Male",NA,NA,509
"63994","2021-04","SC","0 - 17 years","Unknown",NA,NA,12
"63995","2021-04","SC","0 - 17 years",NA,NA,NA,172
"63996","2021-04","SC","18 to 49 years","Female","Asian","Non-Hispanic/Latino",11
"63997","2021-04","SC","18 to 49 years","Female","Black","Non-Hispanic/Latino",1439
"63998","2021-04","SC","18 to 49 years","Female","Black","Unknown",29
"63999","2021-04","SC","18 to 49 years","Female","Black",NA,58
"64000","2021-04","SC","18 to 49 years","Female","Missing","Missing",90
"64001","2021-04","SC","18 to 49 years","Female","Missing","Non-Hispanic/Latino",15
"64002","2021-04","SC","18 to 49 years","Female","Missing","Unknown",11
"64003","2021-04","SC","18 to 49 years","Female","Missing",NA,167
"64004","2021-04","SC","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",121
"64005","2021-04","SC","18 to 49 years","Female","Multiple/Other","Unknown",27
"64006","2021-04","SC","18 to 49 years","Female","Multiple/Other",NA,149
"64007","2021-04","SC","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",21
"64008","2021-04","SC","18 to 49 years","Female","Unknown","Unknown",315
"64009","2021-04","SC","18 to 49 years","Female","Unknown",NA,27
"64010","2021-04","SC","18 to 49 years","Female","White","Hispanic/Latino",36
"64011","2021-04","SC","18 to 49 years","Female","White","Non-Hispanic/Latino",2841
"64012","2021-04","SC","18 to 49 years","Female","White","Unknown",149
"64013","2021-04","SC","18 to 49 years","Female","White",NA,49
"64014","2021-04","SC","18 to 49 years","Female",NA,NA,885
"64015","2021-04","SC","18 to 49 years","Male","Asian","Non-Hispanic/Latino",14
"64016","2021-04","SC","18 to 49 years","Male","Black","Non-Hispanic/Latino",739
"64017","2021-04","SC","18 to 49 years","Male","Black",NA,47
"64018","2021-04","SC","18 to 49 years","Male","Missing","Missing",286
"64019","2021-04","SC","18 to 49 years","Male","Missing","Unknown",45
"64020","2021-04","SC","18 to 49 years","Male","Missing",NA,84
"64021","2021-04","SC","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",92
"64022","2021-04","SC","18 to 49 years","Male","Multiple/Other","Unknown",11
"64023","2021-04","SC","18 to 49 years","Male","Multiple/Other",NA,123
"64024","2021-04","SC","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",16
"64025","2021-04","SC","18 to 49 years","Male","Unknown","Unknown",299
"64026","2021-04","SC","18 to 49 years","Male","Unknown",NA,11
"64027","2021-04","SC","18 to 49 years","Male","White","Hispanic/Latino",14
"64028","2021-04","SC","18 to 49 years","Male","White","Non-Hispanic/Latino",2299
"64029","2021-04","SC","18 to 49 years","Male","White","Unknown",131
"64030","2021-04","SC","18 to 49 years","Male","White",NA,108
"64031","2021-04","SC","18 to 49 years","Male",NA,NA,908
"64032","2021-04","SC","18 to 49 years","Unknown","Missing","Missing",18
"64033","2021-04","SC","18 to 49 years","Unknown",NA,NA,63
"64034","2021-04","SC","18 to 49 years",NA,NA,NA,152
"64035","2021-04","SC","50 to 64 years","Female","Black","Non-Hispanic/Latino",290
"64036","2021-04","SC","50 to 64 years","Female","Black",NA,25
"64037","2021-04","SC","50 to 64 years","Female","Missing","Missing",16
"64038","2021-04","SC","50 to 64 years","Female","Missing",NA,27
"64039","2021-04","SC","50 to 64 years","Female","Multiple/Other",NA,12
"64040","2021-04","SC","50 to 64 years","Female","Unknown","Unknown",74
"64041","2021-04","SC","50 to 64 years","Female","Unknown",NA,11
"64042","2021-04","SC","50 to 64 years","Female","White","Non-Hispanic/Latino",966
"64043","2021-04","SC","50 to 64 years","Female","White","Unknown",11
"64044","2021-04","SC","50 to 64 years","Female","White",NA,38
"64045","2021-04","SC","50 to 64 years","Female",NA,NA,509
"64046","2021-04","SC","50 to 64 years","Male","Black","Non-Hispanic/Latino",146
"64047","2021-04","SC","50 to 64 years","Male","Black",NA,24
"64048","2021-04","SC","50 to 64 years","Male","Missing","Missing",11
"64049","2021-04","SC","50 to 64 years","Male","Missing",NA,13
"64050","2021-04","SC","50 to 64 years","Male","Unknown","Unknown",89
"64051","2021-04","SC","50 to 64 years","Male","Unknown",NA,11
"64052","2021-04","SC","50 to 64 years","Male","White","Non-Hispanic/Latino",899
"64053","2021-04","SC","50 to 64 years","Male","White","Unknown",13
"64054","2021-04","SC","50 to 64 years","Male","White",NA,34
"64055","2021-04","SC","50 to 64 years","Male",NA,NA,478
"64056","2021-04","SC","50 to 64 years","Unknown",NA,NA,28
"64057","2021-04","SC","50 to 64 years",NA,NA,NA,232
"64058","2021-04","SC","65+ years","Female","Black","Non-Hispanic/Latino",87
"64059","2021-04","SC","65+ years","Female","Unknown","Unknown",37
"64060","2021-04","SC","65+ years","Female","White","Non-Hispanic/Latino",443
"64061","2021-04","SC","65+ years","Female","White",NA,23
"64062","2021-04","SC","65+ years","Female",NA,NA,264
"64063","2021-04","SC","65+ years","Male","Black",NA,22
"64064","2021-04","SC","65+ years","Male","White","Non-Hispanic/Latino",353
"64065","2021-04","SC","65+ years","Male",NA,NA,217
"64066","2021-04","SC","65+ years","Unknown",NA,NA,11
"64067","2021-04","SC","65+ years",NA,NA,NA,186
"64068","2021-04","SC",NA,NA,NA,NA,538
"64069","2021-04","SD","0 - 17 years","Female","White","Non-Hispanic/Latino",122
"64070","2021-04","SD","0 - 17 years","Female","White","Unknown",30
"64071","2021-04","SD","0 - 17 years","Female","White",NA,12
"64072","2021-04","SD","0 - 17 years","Female",NA,NA,39
"64073","2021-04","SD","0 - 17 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",14
"64074","2021-04","SD","0 - 17 years","Male","American Indian/Alaska Native","Unknown",12
"64075","2021-04","SD","0 - 17 years","Male","White","Non-Hispanic/Latino",150
"64076","2021-04","SD","0 - 17 years","Male","White","Unknown",32
"64077","2021-04","SD","0 - 17 years","Male","White",NA,12
"64078","2021-04","SD","0 - 17 years","Male",NA,NA,35
"64079","2021-04","SD","0 - 17 years",NA,NA,NA,65
"64080","2021-04","SD","18 to 49 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",23
"64081","2021-04","SD","18 to 49 years","Female","Black","Non-Hispanic/Latino",11
"64082","2021-04","SD","18 to 49 years","Female","White","Non-Hispanic/Latino",441
"64083","2021-04","SD","18 to 49 years","Female","White","Unknown",96
"64084","2021-04","SD","18 to 49 years","Female","White",NA,11
"64085","2021-04","SD","18 to 49 years","Female",NA,NA,94
"64086","2021-04","SD","18 to 49 years","Male","American Indian/Alaska Native",NA,13
"64087","2021-04","SD","18 to 49 years","Male","Black","Non-Hispanic/Latino",20
"64088","2021-04","SD","18 to 49 years","Male","Multiple/Other","Unknown",11
"64089","2021-04","SD","18 to 49 years","Male","Unknown","Unknown",14
"64090","2021-04","SD","18 to 49 years","Male","White","Non-Hispanic/Latino",344
"64091","2021-04","SD","18 to 49 years","Male","White","Unknown",127
"64092","2021-04","SD","18 to 49 years","Male",NA,NA,64
"64093","2021-04","SD","18 to 49 years",NA,NA,NA,73
"64094","2021-04","SD","50 to 64 years","Female","White","Non-Hispanic/Latino",131
"64095","2021-04","SD","50 to 64 years","Female","White","Unknown",39
"64096","2021-04","SD","50 to 64 years","Female",NA,NA,12
"64097","2021-04","SD","50 to 64 years","Male","White","Non-Hispanic/Latino",107
